Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
LEAD FACILITIES SYSTEMS ENG,$120K - $180K (Glassdoor est.),"If you're ready to be part of our legacy of hope and innovation, we encourage you to take the first step and explore our current job openings. Your best is waiting to be discovered.

Day - 08 Hour (United States of America)
This is a Stanford Health Care job.
**This position is on-site located in Menlo Park**

A Brief Overview
Recognized as the technical subject matter expert in engineering and has substantial understanding of techniques, processes and procedures to perform the job and seeks to complete tasks in creative and effective ways. Works on activities of diverse scope requiring minimal interpretation of policies and guidelines to ensure the reliability and maintainability of new and modified equipment, processes, utilities, facilities controls and safety/security systems.


Stanford Health Care",4.0,"Stanford Health Care
4.0","Palo Alto, CA",10000+ Employees,1957,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD)
Process Eng,$70K - $104K (Glassdoor est.),"At Bayer we’re visionaries, driven to solve the world’s toughest challenges and striving for a world where ,Health for all, Hunger for none’ is no longer a dream, but a real possibility. We’re doing it with energy, curiosity and sheer dedication, always learning from unique perspectives of those around us, expanding our thinking, growing our capabilities and redefining ‘impossible’. There are so many reasons to join us. If you’re hungry to build a varied and meaningful career in a community of brilliant and diverse minds to make a real difference, there’s only one choice.

Process Eng",4.2,"Bayer
4.2","Muscatine, IA",10000+ Employees,1863,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
CONVEYOR MECHANIC - BLDGS AND SYSTEMS ENG.,$69K - $107K (Glassdoor est.),"UPS is currently hiring Building and Systems Engineering (BaSE) Mechanics. This position is responsible for maintenance activities that are performed to keep a UPS package handling facility operating efficiently and effectively. The work is fast-paced and requires routine interaction with other hub employees. Ideal candidates must be available to work 1st, 2nd, or 3rd shift, in a 24 x 7 operation. He/She requires strong electrical background and must pass electrical assessment.
Responsibilities and Duties
Troubleshooting, adjusting, and replacing AC and DC electrical equipment such as batteries, control stations, fuses, motor starters, relays, switches, timers, servo driven equipment, photo electrical devices, transducers, Variable Frequency Drives (VFD’s) and encoders

UPS is an equal opportunity employer. UPS does not discriminate on the basis of race/color/religion/sex/national origin/veteran/disability/age/sexual orientation/gender identity or any other characteristic protected by law",3.5,"UNITED PARCEL SERVICE
3.5","South San Francisco, CA",10000+ Employees,1907,Company - Public,Taxi & Car Services,Transportation & Logistics,$10+ billion (USD)
ELECTRICAL ENG I,$57K - $82K (Glassdoor est.),"Provide consultation, analysis, evaluation and review of problems regarding automation, advanced methods and equipment. Assists in the development of new products or processes and systems. Contributes to research and development projects to meet future demands when necessary.
Assist with mechanical improvements through TPM, P.M., and Capital Expenditure Projects. Assist with the commissioning of new plant and equipment and other systems to ensure that this introduction into the production facility is handled efficiently and with minimum disruption.
System/Project design, costing and implementation from concept to completion to include capital improvement programs. Coordinate all project controls/electrical activities to ensure that project timing, quality, and cost targets are attained. Supervise and/or direct contractors, suppliers, or other technical people as required. Act at times as overall project manager on highly automated/high controls-content projects
Required
Preferred
Preferred
Preferred",3.8,"Pilkington North America Inc.
3.8","Versailles, KY",10000+ Employees,1894,Company - Public,Machinery Manufacturing,Manufacturing,$5 to $10 billion (USD)
Director Product Application Eng.,$132K - $187K (Glassdoor est.),"What you do at AMD changes everything
At AMD, we push the boundaries of what is possible. We believe in changing the world for the better by driving innovation in high-performance computing, graphics, and visualization technologies – building blocks for gaming, immersive platforms, and the data center.
Developing great technology takes more than talent: it takes amazing people who understand collaboration, respect, and who will go the “extra mile” to achieve unthinkable results. It takes people who have the passion and desire to disrupt the status quo, push boundaries, deliver innovation, and change the world. If you have this type of passion, we invite you to take a look at the opportunities available to come join our team.",4.2,"Advanced Micro Devices, Inc.
4.2","San Jose, CA",5001 to 10000 Employees,1969,Company - Public,Computer Hardware Development,Information Technology,$1 to $5 billion (USD)
Laboratory Coordinator,Employer Provided Salary:$36K - $53K,"Tuscaloosa, Alabama, United States
Engineering
Facilities/ Grounds
Other
Program Coordination
Regular Full-time (Benefits eligible)
Closing at: Sep 26 2022 at 22:55 CDT

Pay Grade/Pay Range: 57 Monthly (exempt): - Minimum - $ 36,088.00 Midpoint - $ 52,686.40",4.2,"The University of Alabama
4.2","Tuscaloosa, AL",1001 to 5000 Employees,-1,College / University,-1,-1,$500 million to $1 billion (USD)
"Staff Electrical Eng / Circuit Card Design / Aerospace / Orlando, FL",-1,"COVID-19 continues to significantly impact our employees, families and communities. With employee health and safety as our top priority, and as a federal contractor, Lockheed Martin is taking action to address the increased risk and uncertainty COVID-19 variants pose in the workplace and ensuring we meet our commitments to national security.

To uphold safety for all employees, we will continue to request vaccination status for all Lockheed Martin employees including new hires. All current and newly hired employees are required to follow onsite safety measures based upon the COVID-19 Community Level at the specific work location.
Description:At Lockheed Martin, you’ll have an opportunity to create a better world every day. For most individuals, our work challenges belong merely to headlines and tweets. But our employees routinely experience a broad range of programs and projects, each geared to important human needs. Whatever your assignment, you’ll use your education and experience to take on formidable challenges. Meanwhile, you can rely on the resources of a global technology leader to back the kind of innovation that has characterized our historic breakthroughs.

Relocation: Relocation assistance is possible for this exciting position.
The Locale: Orlando is a city in the Central Florida area. This region is a great place to live and to raise a family. Central Florida offers lots of attractive residential housing options. The Greater Orlando metropolitan area is the sixth largest metro area in the southeastern United States. The climate here is warm and sunny all year long for the most part. Orlando is home to Walt Disney World, Universal Studios Florida, and SeaWorld. Orlando is also home to the second largest University in the US, the University of Central Florida (UCF). Where can you get to from Orlando? Orlando is about an hour's drive from Cocoa Beach and the ""space coast"" to include NASA and the Kennedy Space Center. Tampa is about 1.5 hours from Orlando. West Palm Beach is about 2.5 hours to the south and Jacksonville is about 2 hours to the northeast. Atlanta, GA is 6 hours to the northwest.

To learn more about Lockheed Martin's legendary Missiles and Fore Control Business Area click here.

MFCE&T
#mfcvets

Basic Qualifications :

Desired skills :

job.Qualifications


Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. They’re dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.

As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.

Experienced Professional",4.1,"LOCKHEED MARTIN CORPORATION
4.1","Orlando, FL",10000+ Employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
"PATENT SPECIALIST (Contractor)– PCT Lack of Unity - Physics, Mechanical Engineering, Electrical Eng",$57K - $80K (Glassdoor est.),"Job Tracking ID: 512196-808467
Job Location: Scottsdale, RMT
Remote
Job Level: Mid Career (2+ years)
Level of Education: BA/BS
Job Type: Independent Contractor (Non Employee)
Date Updated: February 16, 2022
Years of Experience: 2 - 5 Years",3.0,"Global Patent Solutions
3.0","Scottsdale, AZ",51 to 200 Employees,2005,Company - Private,Research & Development,Management & Consulting,$5 to $25 million (USD)
Aircraft Completions Electrical Design Engineer 4,Employer Provided Salary:$68 - $75 Per Hour,"Aviation Technology Associates (AVTECH) is looking for an Aircraft Completions Electrical Design Engineer 4 in Dallas, TX
Position Purpose:
Guides successful completion of major engineering programs, or conceives research in areas of considerable scope and complexity supporting the development and production of aircraft products and services.

Principle Duties and Responsibilities:
Essential Functions:",-1,"Aviation Technology Associates, LLC","Dallas, TX",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
"EAM Regional Operations Eng., InfraOps Availability",$58K - $87K (Glassdoor est.),"3+ years managing a CMMS system in a critical environment.
Ability to follow accurate and complete support procedures, system documentation, and issue tracking entries.
Technical Degree or equivalent professional experience in Engineering, Facilities Management, Analytics, Project Management, Computer Science or Information Technology.
Electrical, Mechanical, Systems & Facilities Engineering knowledge.
Ability to travel up to 20% of time to other Regions to support EAM Rollouts across the globe.

Job summary The EAM Team is looking for an Enterprise Asset Management (EAM) Regional Operations Engineer to support our data centers with asset management, maintenance tracking, maintenance scheduling and EAM system training. If you would like to deploy a Computerized Maintenance Management System (CMMS) to support our data center infrastructure, implement preventative maintenance programs, and innovate new solutions for Mechanical/Electrical/Plumbing (MEP) systems then we'd like to meet you. As a gatekeeper for mission critical data your work will ensure our customer teams have the accurate data they need to improve Data Center availability through standardized and optimized maintenance management (a broad range of responsibilities, asset validation on site, identifying assets, working with end users to train and improve the system, understanding an optimizing work flows, a chance to work with SQL Server database query, BI reporting, software administration). Key job responsibilities As an EAM Regional Operations Engineer you will be required to deploy, maintain, and enhance EAM for the data centers which you are in charge of. These responsibilities include the following activities: • Ensuring asset data in EAM is accurate by physically validating the assets at the data center • Working with the operations team to schedule maintenance for all new equipment • Conducting monthly new hire training along with any other training as necessary • Acting as the EAM point of contact for the data centers for which you are responsible • Reporting performance analytics to operations managers • Requesting EAM updates and design changes to provide customer teams with the data they need • Supporting new site deployment of EAM A day in the life • Partnering with the operations team on maintenance and project • EAM Point of Contact for Data Centers • Reporting on performance analytics • Supporting new site deployment",3.8,"Amazon Data Services, Inc.
3.8","Boardman, OR",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
MTS Software Development Eng.,$123K - $179K (Glassdoor est.),"What you do at AMD changes everything
At AMD, we push the boundaries of what is possible. We believe in changing the world for the better by driving innovation in high-performance computing, graphics, and visualization technologies – building blocks for gaming, immersive platforms, and the data center.
Developing great technology takes more than talent: it takes amazing people who understand collaboration, respect, and who will go the “extra mile” to achieve unthinkable results. It takes people who have the passion and desire to disrupt the status quo, push boundaries, deliver innovation, and change the world. If you have this type of passion, we invite you to take a look at the opportunities available to come join our team.",4.2,"Advanced Micro Devices, Inc.
4.2","San Jose, CA",5001 to 10000 Employees,1969,Company - Public,Computer Hardware Development,Information Technology,$1 to $5 billion (USD)
FACILITIES ENG TECHNICIAN,$53K - $72K (Glassdoor est.),"Responsibilities

Operate and maintain HVAC, electrical, controls and plumbing systems R&D center physical plant that supports R&D pilot plant, laboratory and office space in a safe, effective and efficient manner. Perform repairs as needed in a timely manner. Follow all safety and environmental procedures at all times. Provide building system support for project work and construction projects as needed. Provide support for lab and pilot plant staffs as necessary. Available 24/7 to respond to the site for emergencies.

Principle Accountabilities
Operates building and site systems in a safe, efficient and effective manner.

Performs building tours to confirm systems operation and maintains records in computerized system.",3.9,"PepsiCo
3.9","Valhalla, NY",10000+ Employees,1965,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD)
Aircraft Tech Spec I (Cabin Innovation)/ R&D Electrical Engineer,Employer Provided Salary:$56 Per Hour,"Aviation Technology Associates (AVTECH) is looking for an Aircraft Tech Spec I (Cabin Innovation)/ R&D Electrical Engineer in Savannah, GA
Position Purpose:
Assists with the planning, coordination, performance of design, analysis and liaison engineering supporting the development and production of aircraft products and services

Principle Duties and Responsibilities:
Essential Functions:",-1,"Aviation Technology Associates, LLC","Savannah, GA",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Student Support Aide - Electrical and Computer Eng,$27K - $40K (Glassdoor est.),"Tuscaloosa, Alabama, United States
Engineering
Engineering/Computer Science
Student
Temporary Part-time (No benefits)
Closing at: Jul 24 2022 at 22:55 CDT

Pay Grade/Pay Range: Non Classified - Grade NA
Department/Organization: 214251 - Electrical and Computer Eng",4.2,"The University of Alabama
4.2","Tuscaloosa, AL",1001 to 5000 Employees,-1,College / University,-1,-1,$500 million to $1 billion (USD)
Flight Test Instrumentation Laboratory Eng (MS Degree) - Early Career,-1,"COVID-19 continues to significantly impact our employees, families and communities. With employee health and safety as our top priority, and as a federal contractor, Lockheed Martin is taking action to address the increased risk and uncertainty COVID-19 variants pose in the workplace and ensuring we meet our commitments to national security.

To uphold safety for all employees, we will continue to request vaccination status for all Lockheed Martin employees including new hires. All current and newly hired employees are required to follow onsite safety measures based upon the COVID-19 Community Level at the specific work location.
Description:By bringing together people that use their passion for purposeful innovation, at Lockheed Martin we keep people safe and solve the world's most complex challenges. Our people are some of the greatest minds in the industry and truly make Lockheed Martin a great place to work.

With our employees as our priority, we provide diverse career opportunities designed to propel development and boost agility. Our flexible schedules, competitive pay, and comprehensive benefits enable our employees to live a healthy, fulfilling life at and outside of work.

At Lockheed Martin, we place an emphasis on empowering our employees by fostering innovation, integrity, and exemplifying the epitome of corporate responsibility.

Your Mission is Ours.

Lockheed Martin Aeronautics in Fort Worth, TX is seeking a Flight Test Instrumentation Laboratory Eng (MS Degree) - Early Career). In this role, you will be responsible for: working as part of the engineering team that leads the lab which installs strain gages on Flight test articles, as well as F-35 production strain gages, and ground test gages; assisting with scheduling work coming through the lab and laying out work to be performed; coordination as part of a team with operational bases, depots, and flight test centers for repairs and/or installation of strain gages; the development and writing of material and process specifications for various Strain Gage or Temp Sensor applications; coordination with all Engineering disciplines affected by Strain Gage similar activities; providing information related to the reporting of issues and/or results to upper management and/or the customer; assisting in the development and overseeing the execution of Strain Gage installations and their interface with Flight Test and Ground Test data systems; willing to travel and support offsite repairs and installations of Strain Gages (Stateside and International). This position will also support the Instrumentation Engineering lab activities by: Assisting in Package Checkout activities across all programs within the IRAC Lab as required; Support the FTI Transducer Selection and Calibration operations in cooperation with the Metrology organization; Support configuration and development activities on IRAC Lab Computers, including configuration and SW development (LabVIEW) as required; Support configuration and troubleshooting of FTI Laptop computers as required.

Must be a US Citizen ; this position will require a government security clearance. This position is located at a facility that requires special access.

Master's degree in Electrical Engineer
Knowledge of circuit design

Good oral and written communication
Good knowledge of Microsoft Suite
Familiarity with electronics components
Engineering Lab experience
Team Player

job.Qualifications


Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. They’re dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.

As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.

4 yr and up College",4.1,"LOCKHEED MARTIN CORPORATION
4.1","Fort Worth, TX",10000+ Employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
"Component Electrical Eng Co-op - Spring/Summer 2023 (Mason, OH)",$40K - $64K (Glassdoor est.),"Description:
Job Title: Component Electrical Engineer Co-op – Spring/Summer 2023 (Mason, OH)
Job Location: Mason, Ohio
Job Description:
Program team member to address and resolve critical issues.
Creation and implementation of Parts Management Plans (PMP).
Review bill of materials against program requirements to assess risk.
Provide support to subcontractors for all PMP concerns",3.6,"L3Harris Technologies
3.6","Mason, OH",10000+ Employees,2019,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
Electrical Engineer,Employer Provided Salary:$83K - $89K,"Posting Information
Department
FS-Eng-Facilities Engineering-247200

Career Area
Engineering and Architecture

Is this an internal only recruitment?
No

Posting Open Date
08/18/2022",4.0,"University of North Carolina at Chapel Hill
4.0","Chapel Hill, NC",1 to 50 Employees,-1,College / University,Colleges & Universities,Education,$1 to $5 million (USD)
Electrical Engineer PE,$79K - $112K (Glassdoor est.),"ENG (ENG) is a 36 year old publicly listed (NASDAQ:ENG) EPF contractor (Engineering, Procurement, Fabrication) focused on innovative delivery of, cost-effective solutions.
ENGs expertise reaches three main market verticals: Oil & Gas, Energy & Renewables, Government, Automation & Integration. Services include EPF/ C(m) (Engineering, Procurement, Fabrication and Construction (Management)) projects with a large portion of self-perform work.
The Electrical Engineer’s primary function of responsibility is the development of electrical systems and projects from inception through construction and start-up in the Midstream Oil and Gas Industries. This position in particular will need to have experience in utility/power distribution.",2.8,"Englobal Master
2.8","Houston, TX",201 to 500 Employees,1985,Company - Public,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",Unknown / Non-Applicable
Sr Eng I-Electrical Engineer NS&E,Employer Provided Salary:$80 - $100 Per Hour,"Responsibilities:
This position is for an Electrical Engineer who will provide Defense Critical Infrastructure (DCI) technical support associated with a US Navy program. The successful candidate must have strong organizational and teamwork skills, proven problem-solving abilities, can-do attitude, and the desire to innovate designs. This role will support areas of On-site Assessment, Analysis and Characterization, Exercise and Contingency Support, Tools and Data Management, and Situational Awareness. Work with Electrical engineers and other technical disciplines in a team environment.
Analysis on a single asset to an analysis of an infrastructure network. The predominant focus will be on:
Telecommunications",-1,"InnoTech Construction, Inc.","Tullahoma, TN",51 to 200 Employees,2014,Company - Private,Construction,"Construction, Repair & Maintenance Services",Unknown / Non-Applicable
Electrical Hardware Eng Fresher,-1,"Electrical Hardware Eng Fresher
Date: 01-Sep-2022
Location: Illinois
State: Peor
Country: US
Company: LTTS
Responsible to learn and support design, development, validation, and testing activities for a variety of projects in Power Electronics and Electric Vehicle Power Systems. The candidate must be able to learn in a team environment and work as part of a project team working in different locations and time zones.",3.5,"LT Technology Services
3.5",Illinois,10000+ Employees,2014,Company - Public,Information Technology Support Services,Information Technology,$500 million to $1 billion (USD)
"Staff Electro-Optical Systems Eng / IR / Santa Barbara, CA",-1,"COVID-19 continues to significantly impact our employees, families and communities. With employee health and safety as our top priority, and as a federal contractor, Lockheed Martin is taking action to address the increased risk and uncertainty COVID-19 variants pose in the workplace and ensuring we meet our commitments to national security.

To uphold safety for all employees, we will continue to request vaccination status for all Lockheed Martin employees including new hires. All current and newly hired employees are required to follow onsite safety measures based upon the COVID-19 Community Level at the specific work location.
Description:Lockheed Martin’s Santa Barbara Focalplane Infrared Sensors Business is seeking a seasoned Electro-Optical Systems Engineer to join our team on-site in Goleta, CA.

Relocation: Relocation assistance is possible for this exciting position.

The Locale: Goleta is a city in southern Santa Barbara County, California. Goleta is part of the central coast region of California and offers lots of great scenery and is a great place to live and to raise a family. The region is known primarily for agriculture and tourism. Major crops include wine grapes, lettuce, strawberries, and artichokes. Goleta is near the University of California, Santa Barbara campus. Much of Goleta is considered to be a quiet suburban community while Santa Barbara tends to attract most of the tourists and the area's residents. Goleta is about 8 miles west of the city of Santa Barbara, along the coast (the coast runs east to west in this portion of southern California). Where can you drive to from Goleta? Goleta is 2 hours northwest of Los Angeles. San Francisco is about 5 hours to the north of Goleta. Las Vegas, NV is about 5 hours to the northeast.

Here's some additional info on Lockheed Martin MFC's Santa Barbara, CA (Goleta) Site and take a virtual tour of our Lockheed Martin Santa Barbara Facility on our YouTube Channel.



job.Qualifications


Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. They’re dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.

As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.

Experienced Professional",4.1,"LOCKHEED MARTIN CORPORATION
4.1","Goleta, CA",10000+ Employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
Electrical/Cont Eng -14,$63K - $92K (Glassdoor est.),"Inspired to grow with your experience, learn and share with new colleagues?

Huhtamaki is a key global provider of sustainable packaging solutions for consumers around the world, enabling wellbeing and convenience. Our innovative products protect on-the-go and on-the-shelf food and beverages, ensuring hygiene and safety, and help prevent food waste.
We are committed to protecting food, people and the planet and are on the lookout for passionate and consummate professionals to join our growing team to help us deliver on our ambitious 2030 Strategy. We look for colleagues who Care, Dare and Deliver.
Join us to shape the future together!",3.5,"Huhtamaki Group
3.5","Hammond, IN",10000+ Employees,-1,Company - Public,Machinery Manufacturing,Manufacturing,$1 to $5 billion (USD)
Jr. Business Analysts,$69K - $105K (Glassdoor est.),"Entry Level Business Analysts:
Entry-Level Business Analysts sought by FL based IT co. with Bachelors/Masters of Business Administration/Comp Sc/Comp Eng/Info Systems/Technology mgmt./Electrical Eng etc orManagement to optimize and implement business strategies and improvements using data driven decision making;
Translate business requests into technical flows and database specifications using MS Excel and SQLServer based databases; examine portfolio level data and model; process modeling tools and techniques;
Develop basic SQL Queries and analyze data,
Documentation of client requirements, solution design, and other information to support the implementation of products,",-1,Wisefolks Technologies,"Dallas, TX",Unknown,-1,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Quality/Reliability Eng II,$54K - $74K (Glassdoor est.),"Quality/Reliability Eng II
Job Description:
Come be DISRUPTIVE with us! At Milwaukee Tool, our most valued resource is our dedicated team of employees - employees who work with a passion to be the best and an unparalleled pride in their work and in the Milwaukee brand. We know that the only way to sustain growth and success is to value the growth and success of each person within the organization that's why we invest in an individual's growth and development from day one.
All our teams touch every step of the process, that is why our Engineering teams are some of the key contributors to our continuous innovations. The fast-paced, agile environment continuously delivers disruptive technologies by providing every team with the resources needed to excel and working directly with End Users to understand how to deliver heavy duty products with high performance. We create Best in Class products by leveraging advanced analysis tools, extensive testing regimes, state-of-the-art manufacturing processes and cross-functional agility.",4.4,"Milwaukee Electric Tool Corporation
4.4","Brookfield, WI",10000+ Employees,1924,Company - Public,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable
Electrical & Computer Engineering Assoc./Full Professor,$38K - $61K (Glassdoor est.),"Tuscaloosa, Alabama, United States
Engineering
Tenure/Tenure-Track Faculty
Regular Full-time (Benefits eligible)
Closing at: May 31 2023 at 22:55 CDT

Department/Organization
214251 - Electrical and Computer Engineering
Rank
Associate/Full Professor",4.2,"The University of Alabama
4.2","Tuscaloosa, AL",1001 to 5000 Employees,-1,College / University,-1,-1,$500 million to $1 billion (USD)
"Senior Components Eng / Electromechanical / Grand Prairie, TX",-1,"COVID-19 continues to significantly impact our employees, families and communities. With employee health and safety as our top priority, and as a federal contractor, Lockheed Martin is taking action to address the increased risk and uncertainty COVID-19 variants pose in the workplace and ensuring we meet our commitments to national security.

To uphold safety for all employees, we will continue to request vaccination status for all Lockheed Martin employees including new hires. All current and newly hired employees are required to follow onsite safety measures based upon the COVID-19 Community Level at the specific work location.
Description:Here at Lockheed Martin, we help our customers tackle their hardest missions. Those missions that demand extraordinary amounts of courage, resilience and precision. They’re dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about. That’s what propels every one of our employees to push beyond the limits of engineering. It’s why we’re dedicated to partnership and collaboration. Because together, we can turn technology into the warfighters’ strongest and most reliable asset, and solve humanity’s biggest challenges. Every one of our customers’ missions, no matter how big or small, is our mission too.

Relocation: Relocation assistance is possible for this exciting position.
The Locale: Grand Prairie is part of the “Mid-Cities” region in the Dallas-Fort Worth Metroplex which is in the North Central region of Texas. Grand Prairie is a suburb of both Dallas and Fort Worth. The region offers a great cost of living combined with a robust economy and a pleasant climate. This North Central region of Texas is a great place to live and to raise a family. The region is home to numerous colleges and universities to include University of Texas at Dallas, University of Texas at Arlington, University of North Texas, Southern Methodist University, and Texas Woman's University. The Mid-Cities is the suburban region filling the thirty-mile span between Dallas and Fort Worth.

Here's some additional info on Lockheed Martin MFC's Grand Prairie site and check out our ""MFC in Action"" video out on YouTube.



job.Qualifications


Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. They’re dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.

As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.

Experienced Professional",4.1,"LOCKHEED MARTIN CORPORATION
4.1","Grand Prairie, TX",10000+ Employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
HW Electrical Eng,-1,"HW Electrical Eng
Date: 29-Aug-2022
Location: Iowa
State: Ceda
Country: US
Company: LTTS
Qualifications:
Experience in Test Equipment design architecture
Software Experience: C# knowledge and expertise
LabView & Test Stand knowledge Good to have
Strong basics in electrical/electronic Engineering",3.5,"LT Technology Services
3.5",Iowa,10000+ Employees,2014,Company - Public,Information Technology Support Services,Information Technology,$500 million to $1 billion (USD)
MECHANICAL ENG. CO-OP - FALL 2023 (VALDOSTA MILL),$39K - $58K (Glassdoor est.),"As a Fortune 500 company, Packaging Corporation of America (PCA) is an ideas and solutions company. Our corrugated packaging business seeks to be the leader in helping our customers — large and small — package, transport and display products of all kinds. Our white paper business delivers Paper With Purpose by providing the highest level of customer service and operational excellence. We have approximately 15,000 team members in more than 100 locations in the United States that strive to meet the local needs of our customers. Our mission is to serve the needs of our customers, today and tomorrow, with products and services that exceed expectations for performance and environmental responsibility.

People • Customers • Trust
We are seeking resumes for Engineering Co-ops (Multiple Openings for Fall 2023) at our Valdosta, GA. Paper Mill.",3.7,"Packaging Corporation of America
3.7","Valdosta, GA",10000+ Employees,1955,Company - Public,Wood & Paper Manufacturing,Manufacturing,$5 to $10 billion (USD)
Faculty Part-time - Electrical & Computer Engineering,$65K - $95K (Glassdoor est.),"Job no: 510556
Position type: Faculty Part Time/Adjunct
Benefit Status: Non-Benefited - Union
Campus: UMass Lowell
Department: Electrical & Computer Eng
Salary: Salary commensurate with experience
Applications Open: Oct 13 2021
Applications Close:
General Summary of Position:
Adjunct faculty will be responsible for complete delivery of courses in the ECE department including course construction in blackboard, course delivery, student assessments (tests), grading exams and homework, and giving student grades.",4.2,"University of Massachusetts Lowell
4.2","Lowell, MA",1001 to 5000 Employees,-1,College / University,Colleges & Universities,Education,Less than $1 million (USD)
